id,name,totalUnits,residentsCount,lat,lng
744,225 E 36th St,281,89,40.7466605,-73.9758035
747,1214 5th Ave,210,46,40.7913408,-73.9525831
749,161 W 16th St,145,35,40.7398929,-73.9983184
750,235 W 48th St,476,123,40.7609184,-73.9861769
751,140/142 W End Ave,285,54,40.7759205,-73.9861034
752,400 E 57th St,260,28,40.7578976,-73.9629149
753,130 W 67th St,244,27,40.7749252,-73.9832325
754,10 E End Ave,201,16,40.7711225,-73.9483354
755,120 E 87th St,219,20,40.7803919,-73.9558923
756,1735 York Ave,265,64,40.7787858,-73.9454481
757,230 W 55th St,233,76,40.7647977,-73.9827291
758,400 Central Park W,393,51,40.7942099,-73.9636725
759,115 E 9th St,260,30,40.7304139,-73.9897486
760,420 E 72nd St,191,138,40.7672585,-73.9553234
761,1725 York Ave,261,18,40.7782664,-73.9459474
762,105 Duane St,432,104,40.7157785,-74.0058893
763,399 E 72nd St,166,28,40.7678227,-73.9554976
764,377 E 33rd St,225,21,40.7434085,-73.9743289
765,29-11 Queens Pl N,132,23,40.7500791,-73.9371748
766,2 S Willow,200,59,40.8120829,-74.215663
767,1500 Lexington Ave,211,20,40.7863446,-73.9509447
768,115 E 34th St,197,39,40.7468709,-73.9802074
770,21 W St,288,71,40.7063636,-74.015617
771,224-228 E 135th St,188,313,40.809991,-73.9306847
772,450 W 17th St,472,48,40.743531,-74.006746
773,360 E 65th St,155,20,40.7633888,-73.9596248
774,543 W 122nd St,190,26,40.8114743,-73.9597281
775,300 W 122nd St,155,67,40.8084168,-73.9532421
776,15 E 30th St,193,78,40.7456749,-73.9852366
778,53 W 53rd St,148,11,40.7617694,-73.9780863
779,400 E 54th St,232,41,40.7560266,-73.9641121
780,66 W 38th St,367,91,40.751983,-73.9858036
781,101 Warren St,187,16,40.7160839,-74.0125348
782,404 E 79th St,209,42,40.7719285,-73.9523796
785,305 2nd Ave,129,14,40.7344156,-73.9836325
786,70 Battery Pl,209,72,40.7074532,-74.0175773
787,London Terrace Towers,690,95,40.7467765,-74.0015965
788,240 E 86th St,219,29,40.7779861,-73.9526519
789,25 Sutton Pl S,311,21,40.7562668,-73.9610744
790,271 W 47th St,457,85,40.7605919,-73.9869156
791,1175 York Ave,222,32,40.7615369,-73.9579786
792,330 3rd Ave,206,12,40.739748,-73.9827778
793,101 W 24th St,202,25,40.7439433,-73.9923513
794,300 E 71st St,281,32,40.767904,-73.9584643
795,200 Central Park S,306,31,40.7666667,-73.9797008
796,345 E 80th St,330,21,40.7734898,-73.9524729
797,80 Riverside Blvd,283,44,40.77508,-73.990303
798,150 E 44th St,361,123,40.7521707,-73.9741715
799,1965 Broadway,207,26,40.7744463,-73.9825007
800,160 W 66th St,341,36,40.774284,-73.9841508
801,4-75 48th Ave,578,185,40.7448909,-73.9568403
802,233 E 69th St,209,14,40.7672521,-73.9601827
803,22-44 Jackson Ave,1117,740,40.7455074,-73.9460772
804,685 1st Ave,545,116,40.7473868,-73.9710995
805,217 W 57th St,174,19,40.7663935,-73.9809909
806,300 E 59th St,224,20,40.7602859,-73.9640752
809,225 Central Park W,333,39,40.7830893,-73.9713177
810,170 Amsterdam Ave,237,38,40.7760596,-73.9837985
811,101 W End Ave,411,56,40.7753606,-73.9890175
812,2 Gold St,828,535,40.7074723,-74.0068304
813,245 E 25th St,180,31,40.7395218,-73.9802307
814,1520 York Ave,240,26,40.7722617,-73.9493727
815,363 E 76th St,216,22,40.7707242,-73.9542132
816,58 W 58th St,169,18,40.7645754,-73.9762659
817,150 W End Ave,461,81,40.7766541,-73.9861709
819,60 Riverside Blvd,280,33,40.7746852,-73.9909156
820,77 7th Ave,348,28,40.7387517,-73.9990764
821,124 W 60th St,499,123,40.7702842,-73.9856816
822,240 E 39th St,463,66,40.7481127,-73.9743724
823,153-30 89th Ave,304,26,40.7053987,-73.802423
826,330 E 46th St,199,45,40.7516107,-73.9690004
828,455 Main St,209,31,40.7592816,-73.9525383
829,1485 5th Ave,158,34,40.8029506,-73.9444346
830,200 Chambers St,252,35,40.7167836,-74.0123802
831,401 E 74th St,245,36,40.7689684,-73.9543121
832,60 E 12th St,135,20,40.7329352,-73.9908539
834,166 W 75th St,163,24,40.7803197,-73.9799267
835,195 Willoughby Ave,289,19,40.6924643,-73.9642235
836,225 E 34th St,185,30,40.7453897,-73.976693
837,200 W 26th St,197,30,40.7461121,-73.9948034
838,214 Duffield St,323,130,40.6917939,-73.9844757
839,201 E 17th St,271,26,40.7351956,-73.9853559
840,25 River Dr S,336,179,40.7270924,-74.0326057
842,225 Rector Pl,284,52,40.7093515,-74.0159728
843,300 E 75th St,466,91,40.7704044,-73.9566176
844,392 Central Park W,413,68,40.7945469,-73.9649582
845,35 River Dr S,300,65,40.7279065,-74.0324909
847,125 W 31st St,458,63,40.7485813,-73.9901193
850,240 E 47th St,233,24,40.7529103,-73.9704044
851,90-02 Queens Blvd,142,105,40.7336246,-73.8728779
852,250 W 50th St,550,319,40.7619828,-73.9856872
853,33 Caton Pl,126,45,40.6494913,-73.9738566
854,409 Eastern Parkway,185,138,40.670553,-73.9544671
855,4540 Center Blvd,344,153,40.7478958,-73.9568212
856,340 E 34th St,198,62,40.7438587,-73.9742371
857,245 E 40th St,270,32,40.7488561,-73.9731875
858,4720 Center Blvd,498,164,40.7458757,-73.9575852
859,410 Saint Nicholas Ave,265,38,40.8140596,-73.9492538
860,1500 Ave at Port Imperial,236,103,40.772472,-74.0133124
862,63 Wall St,476,218,40.7058501,-74.0088264
863,7855 Blvd E,309,71,40.7974813,-73.9986587
864,77 Park Ave,301,76,40.7365735,-74.0335933
866,500 E 85th St,230,50,40.774808,-73.9475317
870,1133 Warburton Ave,330,30,40.9739235,-73.8877556
878,97 Newkirk St,127,138,40.7289459,-74.0635739
879,433 W 34th St,208,34,40.7542582,-73.9978196
880,131 Dudley St,182,47,40.7123955,-74.0407134
891,125-10 Queens Blvd,375,80,40.7119297,-73.826361
892,55 Tiemann Pl,62,14,40.8158474,-73.9595169
912,100 John St,221,66,40.7080089,-74.0064627
913,39 E 29th St,141,19,40.7444225,-73.9840414
915,400 Chambers St,386,112,40.7178487,-74.0151854
916,160 E 48th St,279,52,40.754625,-73.9721569
917,2 North 6th Pl,555,205,40.7208165,-73.9631383
919,20 Exchange Pl,771,402,40.7055048,-74.0096559
920,Lenox Terrace,1716,197,40.8115302,-73.9396101
921,535 Carlton Ave,298,66,40.6809969,-73.970788
922,52 Clark St,137,33,40.6974979,-73.9940892
923,128 E 85th St,35,19,40.7788018,-73.956624
924,70 Greene St,480,394,40.7146968,-74.0357509
925,1 Harborside Pl,297,69,40.719319,-74.0309804
926,1450 Garden St,213,29,40.7544024,-74.0277488
927,43-10 48th Ave,119,16,40.738766,-73.904805
928,31 River Court,445,154,40.7270237,-74.0308635
929,Park & Shore,357,182,40.730868,-74.033462
930,310 Riverside Dr,328,13,40.8004988,-73.9710192
931,123-33 83rd Ave,242,64,40.7115516,-73.8276624
932,165 E 35th St,131,34,40.7467224,-73.9779754
933,750 Columbus Ave,190,56,40.793337,-73.967587
937,515 W 52nd St,339,68,40.7664737,-73.9915929
941,30 Park Ave,237,27,40.7483335,-73.9809404
943,1350 15th St,212,20,40.8453241,-73.9804777
944,201 E 87th St,432,46,40.7796775,-73.9528008
945,662 Pacific St,315,134,40.6821341,-73.9738125
946,525 W 28th St,390,101,40.7515889,-74.0032854
947,20 Beacon Way,123,53,40.7225635,-74.0647227
948,800 6th Ave,274,33,40.7453911,-73.9904866
949,305 E 86th St,334,102,40.7779249,-73.9509628
950,3333 Henry Hudson Pkwy,434,22,40.8855625,-73.9143965
951,200 N End Ave,277,80,40.715876,-74.0150235
952,25 Park Lane S,378,196,40.7308888,-74.0303439
953,282 11th Ave,303,87,40.7521828,-74.0044001
956,196 Willoughby St,449,114,40.6916636,-73.9800343
957,9 Ave at Port Imperial,264,75,40.783033,-74.004593
958,75 W End Ave,802,132,40.7741651,-73.9892929
959,100 Park Plaza Dr,210,34,40.7900837,-74.039835
960,45 Meadowlands Pkwy,116,18,40.7948272,-74.0701263
961,207 Van Vorst St,256,94,40.7142995,-74.0415562
962,68 Bradhurst Ave,155,10,40.8232612,-73.942192
965,Vantage,414,114,40.7133294,-74.0434707
966,747 10th Ave,366,104,40.7650511,-73.9919558
967,322 W 57th St,604,54,40.7670037,-73.9840606
968,211 E 70th St,265,36,40.7682115,-73.9606112
969,198 Van Vorst St,131,27,40.7136549,-74.0409704
970,354 E 91st St,167,40,40.7800854,-73.9474989
971,99 Gorge Rd,237,34,40.8118989,-73.9902766
972,300 E 51st St,118,22,40.7552831,-73.9678161
973,63-11 Queens Blvd,156,18,40.7418242,-73.9019492
975,189 W 89th St,242,11,40.7899875,-73.9730395
977,201 E 69th St,313,61,40.7679424,-73.9615441
986,320 E 46th St,249,73,40.7517401,-73.9693677
987,101 W 90th St,190,32,40.7892983,-73.9705347
988,2-01 50th Ave,310,207,40.7439708,-73.958493
990,123 Washington St,223,115,40.7092191,-74.0137534
991,145 E 48th St,207,41,40.7550965,-73.9723967
992,160 W 71st St,300,45,40.7775536,-73.9815673
993,555 Kappock St,412,44,40.878087,-73.9170513
994,147-40 Archer Ave,475,166,40.7008067,-73.8061039
995,244 Madison Ave,168,18,40.7500781,-73.9814441
996,2500 Johnson Ave,332,21,40.876794,-73.9177034
998,200 W 67th St,307,66,40.7755948,-73.9844749
999,39 New York Ave,124,169,40.737499,-74.046149
1000,228 W 71st St,165,20,40.7783368,-73.983485
1001,240 Riverside Blvd,163,24,40.7804721,-73.9871434
1003,73-12 35th Ave,191,14,40.7501671,-73.8924608
1004,5800 Arlington Ave,435,21,40.9080398,-73.9057615
1005,142-05 Roosevelt Ave,248,21,40.761002,-73.825895
1006,67-38 108th St,205,38,40.7278735,-73.8475577
1007,61 W 62nd St,290,47,40.7711977,-73.9830227
1008,380 Mountain Rd,318,30,40.7608465,-74.0286874
1009,70-20 108th St,254,13,40.722458,-73.844993
1010,570 Grand St,276,19,40.7140634,-73.978966
1011,260 W 54th St,393,122,40.7645034,-73.9840497
1012,118 E 60th St,234,34,40.7626808,-73.9682907
1013,34-46 Vernon Blvd,404,327,40.7645732,-73.9413122
1016,1170 Ocean Pkwy,144,13,40.6201214,-73.9704227
1017,211 E 53rd St,138,19,40.7575405,-73.96836
1019,150 E 61st St,128,14,40.7631119,-73.9668867
1020,320 E 42nd St,442,74,40.7492776,-73.9714601
1021,219 E 69th St,144,18,40.7674236,-73.9607108
1022,2575 Palisade Ave,143,12,40.8818819,-73.921791
1023,440-448 Neptune Ave,177,14,40.5788336,-73.9698569
1024,166 E 61st St,169,17,40.7629274,-73.9662669
1027,85-15 Main St,205,16,40.7097347,-73.8188287
1028,345 E 69th St,127,12,40.7661653,-73.957714
1029,61-15 97th St,211,28,40.7337965,-73.8620837
1030,3935 Blackstone Ave,120,10,40.8905096,-73.9123756
1031,260 Audubon Ave,240,29,40.8470739,-73.9339055
1032,63 E 9th St,198,23,40.7314129,-73.9921518
1033,400 E 67th St,128,15,40.7643363,-73.9582092
1035,200 E 24th St,166,10,40.739165,-73.9825033
1036,750 Kappock St,156,17,40.881939,-73.9204858
1037,39-65 52nd St,219,10,40.7467824,-73.9119505
1039,321 E 43rd St,137,20,40.7502655,-73.970583
1040,100-11 67 Rd,156,40,40.7258613,-73.8538407
1041,5 Tudor City Pl,801,190,40.748134,-73.9708805
1042,301 E 63rd St,166,33,40.7631466,-73.9622114
1043,55 River Dr S,309,104,40.7286323,-74.0328386
1044,33 Gold St,186,95,40.7090362,-74.0058263
1045,117-01 Park Lane S,334,26,40.7084393,-73.8377615
1046,72-61 113th St,173,35,40.7205894,-73.8359422
1047,250 W 93rd S,137,23,40.7927445,-73.9738025
1048,504 Grand St,233,48,40.7152214,-73.9819469
1049,7 Dey St,205,138,40.7105849,-74.0100978
1050,333 E 53rd St,149,19,40.7563215,-73.9656283
1051,417 Grand St,272,12,40.7155713,-73.9862389
1052,84-01 Main St,201,28,40.7130473,-73.8163073
1053,87-10 51st Ave,154,10,40.7385497,-73.8759989
1054,215 E 24th St,173,30,40.7392686,-73.9815851
1055,107-40 Queens Blvd,162,17,40.7215039,-73.8447787
1056,2600 Netherland Ave,588,149,40.8787225,-73.9144883
1057,83-40 Austin St,150,23,40.7083799,-73.8290102
1058,66-36 Yellowstone Blvd,245,11,40.7286337,-73.8495325
1059,9902 Third Ave,144,13,40.6141658,-74.0353827
1060,210 E Broadway,315,14,40.7147024,-73.9878854
1061,333 E 14th St,207,25,40.7318273,-73.9832436
1063,12 W 72nd St,161,19,40.776434,-73.9771489
1064,505 E 79th St,210,15,40.7713185,-73.949713
1065,101 W 12th St,365,47,40.7364731,-73.9978323
1066,1 University Pl,248,86,40.7308738,-73.9952212
1067,360 W 34th St,258,46,40.7529766,-73.9958918
1069,77 Bleecker St,234,25,40.726966,-73.9960934
1070,321 E 45th St,112,13,40.7514657,-73.9694815
1071,20 E 35th St,166,24,40.748098,-73.9824791
1072,150 E 69th St,169,36,40.7678001,-73.9629685
1074,595 Main St,162,24,40.7630313,-73.9492357
1075,625 Main St,183,14,40.7633807,-73.9487909
1076,10 W 15th St,418,29,40.7368788,-73.9941595
1077,325 W 45th St,199,30,40.7599403,-73.9896602
1078,63-33 98th Pl,152,24,40.7317425,-73.8578209
1079,1213 Ave Z,248,45,40.5881167,-73.9575194
1080,150 E 39th St,130,60,40.7489783,-73.9765332
1081,225 E 63rd St,145,14,40.7638058,-73.9634758
1082,79-10 34th Ave,151,23,40.7530713,-73.8871598
1083,264 E Broadway,274,17,40.7148581,-73.9853365
1085,7 E 14th St,488,40,40.735795,-73.9925067
1086,96 Fifth Ave,222,78,40.7367104,-73.9935168
1087,309 Gold St,252,93,40.6949569,-73.9828652
1088,3777 Independence Ave,194,25,40.8890444,-73.9137075
1089,112-20 72 Dr,220,30,40.7200875,-73.8371101
1090,1 Morningside Dr,281,41,40.8024063,-73.9616521
1091,345 E 56th St,171,26,40.7579044,-73.9638073
1092,1311 Brightwater Ave,208,12,40.5759058,-73.9559634
1094,130 Lenox Ave,242,32,40.8021896,-73.9491979
1095,300 W 23rd St,210,22,40.7453023,-73.9989481
1096,250 W 19th St,200,23,40.7420899,-73.9990029
1097,430 W 34th St,163,26,40.7536573,-73.9975607
1098,101 W 15th St,162,29,40.738517,-73.996455
1099,2727 Ocean Pkwy,174,35,40.5823119,-73.9665781
1100,Briar Oaks Cooperative,153,31,40.8924692,-73.9091145
1102,205 W End Ave,551,41,40.778545,-73.9864464
1103,151-155 E 31st St,186,25,40.7444938,-73.9802089
1104,875 Morrison Ave,226,16,40.8215857,-73.8740892
1105,62-60 99th St,416,46,40.7329796,-73.8578585
1106,240 E 76th St,293,40,40.7714265,-73.9568587
1107,255 Brunswick St,75,28,40.7293047,-74.0502545
1109,3636 Greystone ave,92,44,40.8867601,-73.9052563
1110,1180 Midland Ave,126,12,40.9322789,-73.8507594
1111,3900 Greystone Ave,127,22,40.8892053,-73.9044525
1112,111 Worth St,319,130,40.7160897,-74.0040608
1113,2 Fifth Ave,348,14,40.7324629,-73.9972883
1114,305 E 40th St,357,47,40.7484797,-73.9724922
1115,61 Jane St,256,30,40.7382981,-74.0058899
1116,200 E 16th St,194,31,40.7344134,-73.9860577
1117,370 E 76th St,379,30,40.7703136,-73.9545817
1118,254 E 68th St,174,26,40.7660091,-73.9608026
1120,444 E 82nd St,415,48,40.7732005,-73.949899
1121,200 W 86th St,212,18,40.7876659,-73.9757026
1122,25 Senate Pl,267,83,40.7372127,-74.0674446
1123,245 E 63rd St,523,159,40.7635037,-73.9631349
1124,515 E 79th St,174,25,40.7709564,-73.9487946
1125,2483 W 16th St,183,19,40.5865819,-73.9843344
1126,118-18 Union Turnpike,208,14,40.712427,-73.8339551
1128,3530 Henry Hudson Pkwy,216,27,40.8865101,-73.9115947
1130,25 W 13th St,180,33,40.7361476,-73.9955368
1131,220 E 54th St,139,27,40.7577685,-73.9681993
1132,200 W 20th St,200,34,40.7422277,-73.997465
1133,Riverside Park Community,340,153,40.8199872,-73.9564303
1134,340 E 80th St,197,26,40.7730858,-73.9528703
1135,345 E 81st St,214,38,40.7740666,-73.9522989
1137,41-21 28th St,186,55,40.750851,-73.9377961
1138,300 E 74th St,227,43,40.769824,-73.9571759
1140,176 E 77th St,160,17,40.7728321,-73.9587156
1141,300 E 46th St,180,46,40.7520952,-73.9700943
1143,210 E 15th St,182,25,40.7334857,-73.9860348
1144,40 E 9th St,149,22,40.731567,-73.9932528
1145,89-15 Parsons Blvd,189,10,40.7055595,-73.8012395
1146,424 W End Ave,231,51,40.7853214,-73.9798349
1147,2-14 50th Ave,177,30,40.7432786,-73.9579419
1148,2 Tudor City Pl,318,45,40.7482797,-73.9715473
1149,61-15 98th St,206,29,40.7346339,-73.8602384
1150,66-01 Burns St,144,15,40.7241051,-73.8581707
1152,500 W 30th St,373,88,40.75211,-74.0016497
1153,535 W 23rd St,243,22,40.7483893,-74.0053592
1154,180 W 20th St,247,46,40.741766,-73.996844
1155,200 W 60th St,248,88,40.7709721,-73.9875843
1156,60 W 23rd St,424,65,40.7425717,-73.9923639
1157,333 E 46th St,176,32,40.7520734,-73.9690003
1158,6 Horizon Rd,270,29,40.8409087,-73.9735094
1159,315 W 70th St,187,23,40.7789427,-73.9859873
1160,175 W 93rd St,172,19,40.7921631,-73.9713327
1161,222 E 39th St,194,34,40.7481306,-73.9749707
1162,400 W 63rd St,207,44,40.774578,-73.9899978
1163,27010 Grand Central Pkwy,602,29,40.7568337,-73.715194
1165,27110 Grand Central Pkwy,589,22,40.7574557,-73.7137603
1166,210 W 89th St,151,16,40.7897655,-73.9744629
1167,1510 Lexington Ave,282,65,40.7870067,-73.9504477
1168,61-45 98th St,209,11,40.7337751,-73.8587032
1169,301 E 47th St,253,65,40.7530419,-73.9696031
1170,110-20 71 Rd,178,22,40.721646,-73.840377
1171,201 E 21st St,266,68,40.7375456,-73.9836965
1172,188 Ludlow St,233,35,40.7220845,-73.9871545
1173,55 E End Ave,187,27,40.7719793,-73.946223
1178,1770 Grand Concourse,184,55,40.8457,-73.9097029
1182,588 W End Ave,67,14,40.7902999,-73.9764602
1183,408 E 92nd St,198,23,40.7803691,-73.9463048
1184,375 S End Ave,584,208,40.7112473,-74.0176642
1185,50 Murray St,389,95,40.7140733,-74.0096735
1186,10 Barclay St,396,127,40.7122236,-74.0091061
1187,37 W 72nd St,92,12,40.7772517,-73.9777458
1188,Manhattan Park Apts,500,124,40.7646017,-73.947516
1191,405 E 56th St,164,42,40.7574078,-73.9624557
1192,520 W 43rd St,375,63,40.7605613,-73.996185
1196,240 E 82nd St,179,51,40.7753074,-73.9540015
1197,251 E 51st St,190,14,40.7558161,-73.9684016
1199,295 Polifly Rd,78,13,40.8730026,-74.0623945
1200,1930 Broadway,231,54,40.7724936,-73.9818735
1201,77 Hudson St,420,71,40.714592,-74.0347398
1202,70 Little W St,243,30,40.7069489,-74.0169068
1205,445 E 86th St,153,35,40.7763285,-73.9475088
1206,516 W 47th St,150,31,40.7629393,-73.9938901
1207,230 Riverside Dr,246,46,40.7954592,-73.9753123
1208,10 West End Ave,163,29,40.7717454,-73.9900505
1209,752 W End Ave,192,43,40.7956911,-73.9726615
1210,389 Washington St,250,44,40.7214644,-74.036852
1211,90 West St,408,175,40.7101634,-74.0144725
1212,561 10th Ave,403,182,40.7592479,-73.9960668
1213,382 Central Park W,414,71,40.7935585,-73.9656011
1214,2 S End Ave,154,36,40.7078381,-74.0174577
1215,2 2nd St,262,49,40.7393659,-74.0341229
1216,201 E 25th St,175,25,40.740113,-73.9818255
1217,190 E 7th St,135,88,40.7247014,-73.9807876
1218,343 E 74th St,136,32,40.7696861,-73.9557104
1219,301 W 53rd St,240,105,40.7644959,-73.9851321
1220,200 E 61st St,225,58,40.7625932,-73.9654316
1222,401 E 34th St,704,195,40.7435873,-73.9725328
1228,377 Rector Pl,231,44,40.709734,-74.0178909
1229,50 Battery Pl,208,62,40.7066593,-74.0179414
1230,300 Rector Pl,146,19,40.7090972,-74.0177561
1231,355 S End Ave,418,156,40.7106954,-74.0170312
1232,211 N End Ave,247,55,40.7161318,-74.0155571
1233,333 Rector Pl,159,32,40.7096147,-74.0173132
1234,80 John St,136,42,40.7082117,-74.0069487
1235,99 Battery Pl,290,103,40.7076052,-74.0166314
1236,300 N End Ave,188,47,40.7165729,-74.0143591
1237,212 Warren St,324,20,40.7163571,-74.0127979
1239,85 John St,158,68,40.7084932,-74.006492
1240,15 Park Row,310,274,40.7113242,-74.007856
1241,10 Liberty St,291,131,40.7073488,-74.0082765
1242,41 River Terrace,328,83,40.7181954,-74.0148297
1243,113 Nassau St,168,47,40.7109821,-74.0071796
1244,27-28 Thomson Ave,212,84,40.7458078,-73.9418144
1245,4630 Center Blvd,177,36,40.7465758,-73.9569744
1246,2-17 51st Ave,177,38,40.7428814,-73.9578406
1247,42-12 28th St,442,115,40.7495077,-73.9396101
1248,27-19 44th Dr,163,34,40.7468112,-73.9418144
1249,41-42 24th St,421,187,40.7518162,-73.9410098
1250,310 Livingston St,154,72,40.6880764,-73.9823616
1251,416 W 52nd St,164,36,40.7648013,-73.9891282
1252,Worldwide Plaza,522,95,40.7627892,-73.9889689
1253,Parc Vendome,565,20,40.7671192,-73.9855001
1254,310 W 52nd St,209,45,40.7635634,-73.9858645
1255,500 W 43rd St,307,83,40.7602412,-73.9954328
1256,350 W 37th St,203,45,40.7548088,-73.9942538
1257,400 W 55th St,143,39,40.7667401,-73.9873079
1258,408 W 57th St,150,19,40.7680768,-73.98663
1259,301 W 45th St,176,73,40.7594618,-73.9886939
1260,99 Hudson St,730,51,40.7153271,-74.0345928
1261,88 Morgan St,445,39,40.7197489,-74.0359794
1262,197 Van Vorst St,154,50,40.7140838,-74.0415333
1263,55 Jordan Ave,267,255,40.725592,-74.0656427
1264,50 Regent St,168,80,40.7156305,-74.048321
1265,1 Shore Ln,220,52,40.7304035,-74.0323796
1266,50 W 77th St,131,10,40.7802254,-73.9761388
1267,127 W 96th St,144,23,40.7937329,-73.9689989
1268,201 W 72nd St,183,28,40.779156,-73.9823843
1269,10 W 66th St,268,39,40.7724058,-73.9797157
1270,145 W 67th St,436,52,40.7756232,-73.9833932
1271,300 W 110th St,190,21,40.8005071,-73.9588649
1272,150 Columbus Ave,138,15,40.7738959,-73.9815628
1273,Dorchester Towers,680,120,40.7761226,-73.9827255
1274,170 W 74th St,156,55,40.779647,-73.9803455
1275,33 Riverside Dr,129,20,40.7825147,-73.9845181
1276,161 W 61st St,230,26,40.7715383,-73.9858725
1277,792 Columbus Ave,288,63,40.7954761,-73.9666112
1278,100 W 93rd St,280,24,40.7909115,-73.9695534
1280,45 W 60th St,321,102,40.7698377,-73.983791
1281,4615 Center Blvd,363,122,40.7472718,-73.9558719
1282,241 Central Park W,142,22,40.7842899,-73.9705371
1283,330 W 56th St,274,118,40.7665143,-73.984998
1285,1 River Pl,897,414,40.7611424,-74.0003114
1286,95 W 95th St,249,53,40.7923612,-73.967443
1287,70 W 95th St,246,26,40.7916598,-73.9674377
1288,33 W End Ave,211,34,40.7733025,-73.99021
1289,621 Amsterdam Ave,188,35,40.790321,-73.9726722
1292,253 W 72nd St,260,33,40.7797516,-73.9836687
1294,227 W 77th St,175,22,40.7824777,-73.9803266
1295,350 Central Park W,157,21,40.7906666,-73.9658766
1296,The Coliseum,608,146,40.7693372,-73.984066
1304,788 Columbus Ave,288,42,40.7950157,-73.9677132
1305,70 W 93rd St,199,26,40.7904031,-73.9689071
1306,200 W 79th St,256,24,40.7829312,-73.9788937
1307,609 Columbus Ave,189,18,40.7887084,-73.9700091
1308,600 Columbus Ave,163,76,40.7886957,-73.9709872
1311,837 Jersey Ave,148,29,40.7346081,-74.0446544
1326,1141 Willoughby Ave,35,78,40.7021845,-73.9251666
1329,75 W St,206,72,40.7090994,-74.0144572
1357,523 Franklin Ave,116,18,40.680633,-73.9554565
1369,40 Harrison St,419,96,40.7190855,-74.0108824
1370,235 E 40th St,362,49,40.7491509,-73.9738086
1371,45-50 Pearson St,197,40,40.7446726,-73.9441109
1372,160 Morgan St,382,85,40.7202352,-74.040584
1373,20 River Ct,421,422,40.7274724,-74.0316842
1374,475 Washington Blvd,243,43,40.7241264,-74.0365824
1375,20 West St,284,74,40.706541,-74.0158244
1376,321 Warren St,180,48,40.7191819,-74.0387473
1391,Normandie Court,383,175,40.7846186,-73.9490464
1392,444 Washington Blvd,530,331,40.7235073,-74.035245
1393,350 W 51st St,145,32,40.7636078,-73.9877372
1404,510 W 52nd St,266,71,40.7661055,-73.9917721
1405,1-55 Borden Ave,306,87,40.7426494,-73.9591442
1406,160 W 62nd St,338,94,40.7719873,-73.9860291
1407,111 Murray St,155,24,40.7136487,-74.0087126
1408,235 W 56th St,482,272,40.7659207,-73.9823142
1409,300 Mercer St,480,197,40.7303006,-73.9934825
1410,200 W 16th St,168,28,40.7399389,-73.9990876
1412,160 E 38th St,261,31,40.7481485,-73.9768734
1413,45 W 67th St,176,24,40.7741541,-73.9806149
1423,57 Montague St,128,13,40.6957468,-73.9970996
1428,697 W End Ave,99,14,40.7938451,-73.9746132
1471,530 W 45th St,99,66,40.76205,-73.9955348
1495,44-72 11th/10-46 44th,105,57,40.7483864,-73.9500367
1497,41 Park Ave,113,23,40.7483765,-73.97993
1498,784 Columbus Ave,287,66,40.7942183,-73.9675296
1499,42-20 24th St,391,59,40.7505815,-73.9422736
1500,21 OneRoof Ave,100,71,40.7605396,-73.9774216
1520,410-420 Lexington Ave,66,39,40.6881879,-73.944639
1551,515 W 59th St,465,98,40.7709509,-73.988382
1573,420 W 42nd St,208,31,40.7587378,-73.9937462
1574,330 W 39th St,199,94,40.7557951,-73.9928998
1575,888 8th Ave,381,97,40.7637113,-73.9848426
1577,200 E 72nd st,421,52,40.7693746,-73.9602924
1578,511 W 44th St,100,20,40.7613864,-73.9953499
1579,23-10 41st Ave,117,30,40.7526544,-73.940299
1580,505 W 43rd St,123,72,40.7609388,-73.9962288
1581,275 Park Ave,123,33,40.6955779,-73.9681042
1582,67 Wall St (merged with 862),331,73,40.7055057,-74.0083795
1583,27-21 44th Dr,120,11,40.7465608,-73.9416354
1586,42-20 27th St,202,23,40.7497393,-73.9403979
1592,300 W 49th St,107,37,40.7616987,-73.9871574
1593,401 Washington Blvd,309,88,40.7220039,-74.0366013
1594,101 Clark St,301,13,40.6976505,-73.9920476
1599,185 Hall St,287,17,40.6923118,-73.9653256
1601,350 Warren St,366,122,40.7200086,-74.0378154
1602,236 Livingston St,271,14,40.6891388,-73.984873
1603,52 Canal Circle,330,25,40.7149364,-74.0642522
1604,150 Nassau St,125,11,40.7114624,-74.0059409
1605,395 S End Ave,447,142,40.7114518,-74.0162308
1606,25 Washington St,106,31,40.7035964,-73.9888985
1607,222 W 83 St,120,33,40.786121,-73.9776903
1610,306 W 48th St,122,30,40.76106,-73.987661
1611,212 E 47th st,261,35,40.7543987,-73.9732125
1612,29 Cliff St,121,37,40.7085183,-74.0051876
1614,101 Lafayette Ave,204,35,40.6875854,-73.9738368
1616,208 W 23rd St,202,52,40.74406,-73.9964368
1617,180 River Dr,336,164,40.7322312,-74.0313539
1619,808 W End Ave,132,22,40.7972406,-73.9713259
1623,484 W 43rd St,845,29,40.7598671,-73.9949061
1625,300 E 34th St,355,36,40.7444676,-73.9756199
1628,45-57 Davis St,158,54,40.7446507,-73.9446136
1629,436 Albee Sq,150,24,40.6907321,-73.9836749
1631,31-57 31st St,114,20,40.762812,-73.9242481
1632,Concord Village,1022,54,40.697478,-73.988335
1633,333 W 57th St,170,10,40.7676285,-73.9844024
1634,90 William St,113,26,40.7081041,-74.0074731
1635,250 W 90th St,157,15,40.7910043,-73.9753315
